pattern,timestamp,minute_1_time,minute_2_time,minute_3_time,first_open,last_next_open,total_change,change_1,change_2,change_3,volume
NNP,2025-08-06 09:07:00,09:07:00,09:08:00,09:09:00,630.5000,630.5600,0.0600,-0.0450,-0.0250,0.1300,417912.0
NPN,2025-08-06 09:10:00,09:10:00,09:11:00,09:12:00,630.5600,630.0100,-0.5500,-0.3300,0.0700,-0.2900,467940.0
NNP,2025-08-06 09:13:00,09:13:00,09:14:00,09:15:00,630.0100,629.6000,-0.4100,-0.2500,-0.3000,0.1400,404364.0
NNP,2025-08-06 09:16:00,09:16:00,09:17:00,09:18:00,629.6000,629.5700,-0.0300,-0.1700,-0.2700,0.4100,367905.0
NNN,2025-08-06 09:19:00,09:19:00,09:20:00,09:21:00,629.5700,629.2200,-0.3500,-0.2100,-0.0700,-0.0700,433880.0
NNP,2025-08-06 09:22:00,09:22:00,09:23:00,09:24:00,629.2200,628.4000,-0.8200,-0.2600,-0.7700,0.2100,683167.0
NPN,2025-08-06 09:25:00,09:25:00,09:26:00,09:27:00,628.4000,628.2900,-0.1100,-0.1500,0.0500,-0.0100,551115.0
PPN,2025-08-06 09:28:00,09:28:00,09:29:00,09:30:00,628.2900,628.7000,0.4100,0.1900,0.3150,-0.0950,476836.0
PNP,2025-08-06 09:31:00,09:31:00,09:32:00,09:33:00,628.7000,628.6700,-0.0300,0.0600,-0.3350,0.2450,324930.0
PPP,2025-08-06 09:34:00,09:34:00,09:35:00,09:36:00,628.6700,629.8000,1.1300,0.2100,0.3500,0.5700,447527.0
NPN,2025-08-06 09:37:00,09:37:00,09:38:00,09:39:00,629.8000,629.8700,0.0700,-0.2450,0.3350,-0.0200,482520.0
PNN,2025-08-06 09:40:00,09:40:00,09:41:00,09:42:00,629.8700,629.8200,-0.0500,0.2300,-0.0800,-0.2000,775484.0
PNP,2025-08-06 09:43:00,09:43:00,09:44:00,09:45:00,629.8200,630.3800,0.5600,0.2900,-0.0100,0.2800,394253.0
NPN,2025-08-06 09:46:00,09:46:00,09:47:00,09:48:00,630.3800,630.1900,-0.1900,-0.2100,0.0320,-0.0120,341669.0
NNN,2025-08-06 09:49:00,09:49:00,09:50:00,09:51:00,630.1900,630.0100,-0.1800,-0.0800,-0.0950,-0.0050,381460.0
PPP,2025-08-06 09:52:00,09:52:00,09:53:00,09:54:00,630.0100,630.5800,0.5700,0.1600,0.1351,0.2749,345728.0
PPN,2025-08-06 09:55:00,09:55:00,09:56:00,09:57:00,630.5800,630.6993,0.1193,0.2400,0.0700,-0.1907,635981.0
PPP,2025-08-06 09:58:00,09:58:00,09:59:00,10:00:00,630.6993,630.9200,0.2207,0.1257,0.0550,0.0400,415053.0
NPN,2025-08-06 10:01:00,10:01:00,10:02:00,10:03:00,630.9200,630.6800,-0.2400,-0.1800,0.0800,-0.1400,444242.0
NNP,2025-08-06 10:04:00,10:04:00,10:05:00,10:06:00,630.6800,630.7500,0.0700,-0.0200,-0.1800,0.2700,364067.0
NPP,2025-08-06 10:07:00,10:07:00,10:08:00,10:09:00,630.7500,630.8100,0.0600,-0.2100,0.1400,0.1300,351552.0
NNP,2025-08-06 10:10:00,10:10:00,10:11:00,10:12:00,630.8100,630.6300,-0.1800,-0.3400,-0.0200,0.1800,457055.0
OPP,2025-08-06 10:13:00,10:13:00,10:14:00,10:15:00,630.6300,631.0500,0.4200,0.0000,0.2999,0.1201,464456.0
PPP,2025-08-06 10:16:00,10:16:00,10:17:00,10:18:00,631.0500,631.2800,0.2300,0.0400,0.0650,0.1250,413516.0
NPP,2025-08-06 10:19:00,10:19:00,10:20:00,10:21:00,631.2800,631.5800,0.3000,-0.0400,0.0750,0.2650,471994.0
NPN,2025-08-06 10:22:00,10:22:00,10:23:00,10:24:00,631.5800,631.5800,0.0000,-0.0050,0.0350,-0.0300,685186.0
PPP,2025-08-06 10:25:00,10:25:00,10:26:00,10:27:00,631.5800,631.8300,0.2500,0.0250,0.0500,0.1750,421208.0
PNP,2025-08-06 10:28:00,10:28:00,10:29:00,10:30:00,631.8300,632.1700,0.3400,0.1800,-0.1000,0.2600,678680.0
PPN,2025-08-06 10:31:00,10:31:00,10:32:00,10:33:00,632.1700,632.2400,0.0700,0.1600,0.0800,-0.1700,528044.0
PNN,2025-08-06 10:34:00,10:34:00,10:35:00,10:36:00,632.2400,632.0100,-0.2300,0.0100,-0.0600,-0.1800,530809.0
NNP,2025-08-06 10:37:00,10:37:00,10:38:00,10:39:00,632.0100,631.7300,-0.2800,-0.1700,-0.2000,0.0900,877795.0
NPP,2025-08-06 10:40:00,10:40:00,10:41:00,10:42:00,631.7300,631.9550,0.2250,-0.2200,0.2500,0.1950,774821.0
NPO,2025-08-06 10:43:00,10:43:00,10:44:00,10:45:00,631.9550,632.0800,0.1250,-0.0050,0.1300,0.0000,1256869.0
PNN,2025-08-06 10:46:00,10:46:00,10:47:00,10:48:00,632.0800,632.2700,0.1900,0.2400,-0.0250,-0.0250,333572.0
OPP,2025-08-06 10:49:00,10:49:00,10:50:00,10:51:00,632.2700,632.7600,0.4900,0.0000,0.2700,0.2200,517965.0
PNN,2025-08-06 10:52:00,10:52:00,10:53:00,10:54:00,632.7600,632.7700,0.0100,0.1100,-0.0950,-0.0050,365845.0
PNP,2025-08-06 10:55:00,10:55:00,10:56:00,10:57:00,632.7700,632.8200,0.0500,0.1000,-0.1200,0.0700,353971.0
NNN,2025-08-06 10:58:00,10:58:00,10:59:00,11:00:00,632.8200,632.4800,-0.3400,-0.1150,-0.0350,-0.1900,340643.0
PPP,2025-08-06 11:01:00,11:01:00,11:02:00,11:03:00,632.4800,632.7700,0.2900,0.0350,0.1450,0.1100,341390.0
NNP,2025-08-06 11:04:00,11:04:00,11:05:00,11:06:00,632.7700,632.8000,0.0300,-0.0055,-0.0645,0.1000,289915.0
ONP,2025-08-06 11:07:00,11:07:00,11:08:00,11:09:00,632.8000,632.7600,-0.0400,-0.0001,-0.0499,0.0100,219939.0
NPN,2025-08-06 11:10:00,11:10:00,11:11:00,11:12:00,632.7600,632.5900,-0.1700,-0.1801,0.1501,-0.1400,327493.0
NPP,2025-08-06 11:13:00,11:13:00,11:14:00,11:15:00,632.5900,632.5400,-0.0500,-0.1600,0.0700,0.0400,310299.0
NPN,2025-08-06 11:16:00,11:16:00,11:17:00,11:18:00,632.5400,632.4950,-0.0450,-0.0700,0.1250,-0.1000,230403.0
PPN,2025-08-06 11:19:00,11:19:00,11:20:00,11:21:00,632.4950,632.3900,-0.1050,0.1150,0.0786,-0.2986,271330.0
PNP,2025-08-06 11:22:00,11:22:00,11:23:00,11:24:00,632.3900,632.4200,0.0300,0.0300,-0.0400,0.0400,223227.0
NNN,2025-08-06 11:25:00,11:25:00,11:26:00,11:27:00,632.4200,632.2100,-0.2100,-0.0800,-0.0350,-0.0950,200819.0
PPN,2025-08-06 11:28:00,11:28:00,11:29:00,11:30:00,632.2100,632.2000,-0.0100,0.1100,0.0699,-0.1899,241851.0
NPN,2025-08-06 11:31:00,11:31:00,11:32:00,11:33:00,632.2000,632.3350,0.1350,-0.0400,0.1800,-0.0050,193979.0
NPP,2025-08-06 11:34:00,11:34:00,11:35:00,11:36:00,632.3350,632.9600,0.6250,-0.0050,0.2200,0.4100,319198.0
NNP,2025-08-06 11:37:00,11:37:00,11:38:00,11:39:00,632.9600,632.6200,-0.3400,-0.3150,-0.1250,0.1000,222970.0
PNN,2025-08-06 11:40:00,11:40:00,11:41:00,11:42:00,632.6200,632.4500,-0.1700,0.0400,-0.0050,-0.2050,187986.0
NNP,2025-08-06 11:43:00,11:43:00,11:44:00,11:45:00,632.4500,632.1700,-0.2800,-0.1501,-0.2199,0.0900,464695.0
NPP,2025-08-06 11:46:00,11:46:00,11:47:00,11:48:00,632.1700,632.1400,-0.0300,-0.2480,0.0380,0.1800,315145.0
PNP,2025-08-06 11:49:00,11:49:00,11:50:00,11:51:00,632.1400,632.2250,0.0850,0.0350,-0.0650,0.1150,222757.0
PPN,2025-08-06 11:52:00,11:52:00,11:53:00,11:54:00,632.2250,632.3300,0.1050,0.0530,0.1670,-0.1150,250635.0
NPN,2025-08-06 11:55:00,11:55:00,11:56:00,11:57:00,632.3300,632.2850,-0.0450,-0.1050,0.1600,-0.1000,202207.0
NPP,2025-08-06 11:58:00,11:58:00,11:59:00,12:00:00,632.2850,632.5400,0.2550,-0.0650,0.0201,0.2999,488180.0
NNP,2025-08-06 12:01:00,12:01:00,12:02:00,12:03:00,632.5400,632.3300,-0.2100,-0.1000,-0.1500,0.0400,356487.0
PPN,2025-08-06 12:04:00,12:04:00,12:05:00,12:06:00,632.3300,632.2800,-0.0500,0.0300,0.0200,-0.1000,141635.0
NPP,2025-08-06 12:07:00,12:07:00,12:08:00,12:09:00,632.2800,632.2500,-0.0300,-0.1350,0.0750,0.0300,88714.0
NPN,2025-08-06 12:10:00,12:10:00,12:11:00,12:12:00,632.2500,632.1000,-0.1500,-0.0050,0.1049,-0.2499,186301.0
OPN,2025-08-06 12:13:00,12:13:00,12:14:00,12:15:00,632.1000,632.0300,-0.0700,0.0000,0.0300,-0.1000,207503.0
PPN,2025-08-06 12:16:00,12:16:00,12:17:00,12:18:00,632.0300,632.0450,0.0150,0.0593,0.0307,-0.0750,198041.0
PNP,2025-08-06 12:19:00,12:19:00,12:20:00,12:21:00,632.0450,632.1700,0.1250,0.1150,-0.0650,0.0750,160710.0
PPN,2025-08-06 12:22:00,12:22:00,12:23:00,12:24:00,632.1700,632.1250,-0.0450,0.0300,0.0200,-0.0950,276877.0
PNP,2025-08-06 12:25:00,12:25:00,12:26:00,12:27:00,632.1250,632.2600,0.1350,0.0650,-0.0600,0.1300,184509.0
PNN,2025-08-06 12:28:00,12:28:00,12:29:00,12:30:00,632.2600,632.2550,-0.0050,0.0546,-0.0046,-0.0550,216475.0
PNP,2025-08-06 12:31:00,12:31:00,12:32:00,12:33:00,632.2550,632.3500,0.0950,0.0250,-0.0150,0.0850,211113.0
PPN,2025-08-06 12:34:00,12:34:00,12:35:00,12:36:00,632.3500,632.5600,0.2100,0.2200,0.0250,-0.0350,190984.0
PNO,2025-08-06 12:37:00,12:37:00,12:38:00,12:39:00,632.5600,632.5700,0.0100,0.0350,-0.0250,0.0000,184194.0
OPN,2025-08-06 12:40:00,12:40:00,12:41:00,12:42:00,632.5700,632.6350,0.0650,0.0000,0.0800,-0.0150,233407.0
ONN,2025-08-06 12:43:00,12:43:00,12:44:00,12:45:00,632.6350,632.4600,-0.1750,0.0000,-0.0933,-0.0817,150968.0
NNN,2025-08-06 12:46:00,12:46:00,12:47:00,12:48:00,632.4600,632.2500,-0.2100,-0.1300,-0.0300,-0.0500,230190.0
NNP,2025-08-06 12:49:00,12:49:00,12:50:00,12:51:00,632.2500,632.1000,-0.1500,-0.0555,-0.0995,0.0050,242216.0
NPN,2025-08-06 12:52:00,12:52:00,12:53:00,12:54:00,632.1000,632.0400,-0.0600,-0.0100,0.0250,-0.0750,151256.0
PPO,2025-08-06 12:55:00,12:55:00,12:56:00,12:57:00,632.0400,632.1199,0.0799,0.0400,0.0400,-0.0001,425795.0
PNP,2025-08-06 12:58:00,12:58:00,12:59:00,13:00:00,632.1199,632.4400,0.3201,0.1651,-0.0500,0.2050,474183.0
OPN,2025-08-06 13:01:00,13:01:00,13:02:00,13:03:00,632.4400,632.5800,0.1400,0.0000,0.2700,-0.1300,1903122.0
PNP,2025-08-06 13:04:00,13:04:00,13:05:00,13:06:00,632.5800,632.7800,0.2000,0.0550,-0.0350,0.1800,182588.0
PPN,2025-08-06 13:07:00,13:07:00,13:08:00,13:09:00,632.7800,632.8299,0.0499,0.0100,0.1700,-0.1301,498060.0
NPP,2025-08-06 13:10:00,13:10:00,13:11:00,13:12:00,632.8299,632.7600,-0.0699,-0.2149,0.1350,0.0100,278836.0
PNN,2025-08-06 13:13:00,13:13:00,13:14:00,13:15:00,632.7600,632.7300,-0.0300,0.0950,-0.0739,-0.0511,167580.0
PPN,2025-08-06 13:16:00,13:16:00,13:17:00,13:18:00,632.7300,632.7900,0.0600,0.1200,0.0200,-0.0800,133721.0
NPN,2025-08-06 13:19:00,13:19:00,13:20:00,13:21:00,632.7900,632.6401,-0.1499,-0.1300,0.0800,-0.0999,165318.0
PNP,2025-08-06 13:22:00,13:22:00,13:23:00,13:24:00,632.6401,632.8500,0.2099,0.1799,-0.0099,0.0399,131812.0
NPN,2025-08-06 13:25:00,13:25:00,13:26:00,13:27:00,632.8500,632.9790,0.1290,-0.0100,0.1700,-0.0310,263152.0
NOP,2025-08-06 13:28:00,13:28:00,13:29:00,13:30:00,632.9790,632.9300,-0.0490,-0.0590,0.0000,0.0100,321809.0
PPN,2025-08-06 13:31:00,13:31:00,13:32:00,13:33:00,632.9300,633.0800,0.1500,0.0450,0.1200,-0.0150,321467.0
PNP,2025-08-06 13:34:00,13:34:00,13:35:00,13:36:00,633.0800,633.1800,0.1000,0.0050,-0.0150,0.1100,189862.0
NNN,2025-08-06 13:37:00,13:37:00,13:38:00,13:39:00,633.1800,632.8500,-0.3300,-0.1400,-0.0200,-0.1700,274771.0
NNN,2025-08-06 13:40:00,13:40:00,13:41:00,13:42:00,632.8500,632.7700,-0.0800,-0.0200,-0.0300,-0.0300,247000.0
PNP,2025-08-06 13:43:00,13:43:00,13:44:00,13:45:00,632.7700,632.9000,0.1300,0.0800,-0.0100,0.0600,173034.0
NPP,2025-08-06 13:46:00,13:46:00,13:47:00,13:48:00,632.9000,632.7900,-0.1100,-0.1800,0.0150,0.0550,152453.0
POP,2025-08-06 13:49:00,13:49:00,13:50:00,13:51:00,632.7900,632.8200,0.0300,0.0100,0.0000,0.0200,150747.0
PPP,2025-08-06 13:52:00,13:52:00,13:53:00,13:54:00,632.8200,632.9300,0.1100,0.0500,0.0500,0.0100,214729.0
ONN,2025-08-06 13:55:00,13:55:00,13:56:00,13:57:00,632.9300,632.8100,-0.1200,0.0000,-0.0200,-0.1000,259705.0
NPP,2025-08-06 13:58:00,13:58:00,13:59:00,14:00:00,632.8100,632.6700,-0.1400,-0.2400,0.0500,0.0500,500701.0
PNP,2025-08-06 14:01:00,14:01:00,14:02:00,14:03:00,632.6700,632.7700,0.1000,0.1200,-0.0525,0.0325,229427.0
PNP,2025-08-06 14:04:00,14:04:00,14:05:00,14:06:00,632.7700,632.7350,-0.0350,0.0600,-0.1100,0.0150,211521.0
NNP,2025-08-06 14:07:00,14:07:00,14:08:00,14:09:00,632.7350,632.6900,-0.0450,-0.0300,-0.0300,0.0150,175724.0
PNN,2025-08-06 14:10:00,14:10:00,14:11:00,14:12:00,632.6900,632.6900,0.0000,0.1000,-0.0300,-0.0700,293665.0
PPP,2025-08-06 14:13:00,14:13:00,14:14:00,14:15:00,632.6900,632.7500,0.0600,0.0011,0.0389,0.0200,186485.0
PPP,2025-08-06 14:16:00,14:16:00,14:17:00,14:18:00,632.7500,632.9065,0.1565,0.0550,0.0350,0.0665,572036.0
PPN,2025-08-06 14:19:00,14:19:00,14:20:00,14:21:00,632.9065,633.0000,0.0935,0.0085,0.1000,-0.0150,616737.0
PNP,2025-08-06 14:22:00,14:22:00,14:23:00,14:24:00,633.0000,633.0900,0.0900,0.1500,-0.1400,0.0800,264774.0
NNO,2025-08-06 14:25:00,14:25:00,14:26:00,14:27:00,633.0900,633.0300,-0.0600,-0.0250,-0.0350,0.0000,362441.0
ONP,2025-08-06 14:28:00,14:28:00,14:29:00,14:30:00,633.0300,633.0300,0.0000,0.0000,-0.0200,0.0200,425425.0
PPP,2025-08-06 14:31:00,14:31:00,14:32:00,14:33:00,633.0300,633.3550,0.3250,0.1650,0.1450,0.0150,487358.0
NNN,2025-08-06 14:34:00,14:34:00,14:35:00,14:36:00,633.3550,633.2100,-0.1450,-0.0450,-0.0350,-0.0650,439984.0
PPN,2025-08-06 14:37:00,14:37:00,14:38:00,14:39:00,633.2100,633.3100,0.1000,0.0300,0.0900,-0.0200,271724.0
NNN,2025-08-06 14:40:00,14:40:00,14:41:00,14:42:00,633.3100,633.0000,-0.3100,-0.0500,-0.2000,-0.0600,376028.0
ONN,2025-08-06 14:43:00,14:43:00,14:44:00,14:45:00,633.0000,632.8700,-0.1300,0.0000,-0.0500,-0.0800,607471.0
NPP,2025-08-06 14:46:00,14:46:00,14:47:00,14:48:00,632.8700,632.9100,0.0400,-0.0200,0.0300,0.0300,707422.0
PNP,2025-08-06 14:49:00,14:49:00,14:50:00,14:51:00,632.9100,632.7200,-0.1900,0.0600,-0.3500,0.1000,1730826.0
NNP,2025-08-06 14:52:00,14:52:00,14:53:00,14:54:00,632.7200,632.7700,0.0500,-0.0100,-0.0600,0.1200,1160430.0
NPP,2025-08-06 14:55:00,14:55:00,14:56:00,14:57:00,632.7700,632.6000,-0.1700,-0.2847,0.0447,0.0700,1809256.0
NPN,2025-08-06 14:58:00,14:58:00,14:59:00,15:00:00,632.6000,632.4700,-0.1300,-0.0100,0.0800,-0.2000,2885831.0
PPN,2025-08-06 15:01:00,15:01:00,15:02:00,15:03:00,632.4700,632.4500,-0.0200,0.0600,0.0300,-0.1100,191687.0
PPN,2025-08-06 15:04:00,15:04:00,15:05:00,15:06:00,632.4500,632.5500,0.1000,0.1100,0.0600,-0.0700,99796.0
PPN,2025-08-06 15:07:00,15:07:00,15:08:00,15:09:00,632.5500,632.6000,0.0500,0.1000,0.0400,-0.0900,90556.0
ONP,2025-08-06 15:10:00,15:10:00,15:11:00,15:12:00,632.6000,632.5600,-0.0400,0.0000,-0.0500,0.0100,1550289.0
PNN,2025-08-06 15:13:00,15:13:00,15:14:00,15:15:00,632.5600,632.3700,-0.1900,0.0400,-0.0700,-0.1600,277405.0
PPP,2025-08-06 15:16:00,15:16:00,15:17:00,15:18:00,632.3700,632.5300,0.1600,0.0300,0.0300,0.1000,567887.0
NPP,2025-08-06 15:19:00,15:19:00,15:20:00,15:21:00,632.5300,632.5800,0.0500,-0.0100,0.0400,0.0200,9511.0
NPP,2025-08-06 15:22:00,15:22:00,15:23:00,15:24:00,632.5800,632.6000,0.0200,-0.0300,0.0400,0.0100,9094.0
OPP,2025-08-06 15:25:00,15:25:00,15:26:00,15:27:00,632.6000,632.6900,0.0900,0.0000,0.0200,0.0700,37988.0
NON,2025-08-06 15:28:00,15:28:00,15:29:00,15:30:00,632.6900,632.5700,-0.1200,-0.0900,0.0000,-0.0300,4980.0
PON,2025-08-06 15:31:00,15:31:00,15:32:00,15:33:00,632.5700,632.6000,0.0300,0.0400,0.0000,-0.0100,21468.0
NNP,2025-08-06 15:34:00,15:34:00,15:35:00,15:36:00,632.6000,632.4400,-0.1600,-0.0200,-0.1500,0.0100,58624.0
NNN,2025-08-06 15:37:00,15:37:00,15:38:00,15:39:00,632.4400,632.3100,-0.1300,-0.0200,-0.0900,-0.0200,14455.0
PNO,2025-08-06 15:40:00,15:40:00,15:41:00,15:42:00,632.3100,632.4300,0.1200,0.1300,-0.0100,0.0000,54115.0
NOP,2025-08-06 15:43:00,15:43:00,15:44:00,15:45:00,632.4300,632.4700,0.0400,-0.0200,0.0000,0.0600,16273.0
NNP,2025-08-06 15:46:00,15:46:00,15:47:00,15:48:00,632.4700,632.4800,0.0100,-0.0900,-0.0200,0.1200,16033.0
NNP,2025-08-06 15:49:00,15:49:00,15:50:00,15:51:00,632.4800,632.3700,-0.1100,-0.0100,-0.1100,0.0100,8191.0
PPN,2025-08-06 15:52:00,15:52:00,15:53:00,15:54:00,632.3700,632.4801,0.1101,0.1000,0.0300,-0.0199,13413.0
NOP,2025-08-06 15:55:00,15:55:00,15:56:00,15:57:00,632.4801,632.5200,0.0399,-0.0201,0.0000,0.0600,7855.0
PNP,2025-08-06 15:58:00,15:58:00,15:59:00,16:00:00,632.5200,632.5000,-0.0200,0.0500,-0.1199,0.0499,10648.0
PNN,2025-08-06 16:01:00,16:01:00,16:02:00,16:03:00,632.5000,632.5000,0.0000,0.0900,-0.0700,-0.0200,15885.0
PNP,2025-08-06 16:04:00,16:04:00,16:05:00,16:06:00,632.5000,632.5999,0.0999,0.0700,-0.0100,0.0399,6588.0
POO,2025-08-06 16:07:00,16:07:00,16:08:00,16:09:00,632.5999,632.6400,0.0401,0.0401,0.0000,0.0000,7039.0
PNP,2025-08-06 16:10:00,16:10:00,16:11:00,16:12:00,632.6400,632.6700,0.0300,0.0100,-0.0100,0.0300,4066.0
NOO,2025-08-06 16:13:00,16:13:00,16:14:00,16:16:00,632.6700,632.6600,-0.0100,-0.0100,0.0000,0.0000,8374.0
PPP,2025-08-06 16:17:00,16:17:00,16:18:00,16:19:00,632.6600,632.7700,0.1100,0.0100,0.0100,0.0900,29363.0
NNN,2025-08-06 16:20:00,16:20:00,16:21:00,16:22:00,632.7700,632.6900,-0.0800,-0.0300,-0.0300,-0.0200,5526.0
NPN,2025-08-06 16:23:00,16:23:00,16:24:00,16:25:00,632.6900,632.5200,-0.1700,-0.0100,0.0100,-0.1700,16189.0
NNN,2025-08-06 16:26:00,16:26:00,16:27:00,16:28:00,632.5200,631.8600,-0.6600,-0.0800,-0.2100,-0.3700,54573.0
NNN,2025-08-06 16:29:00,16:29:00,16:30:00,16:31:00,631.8600,631.4200,-0.4400,-0.1100,-0.2600,-0.0700,35817.0
NPN,2025-08-06 16:32:00,16:32:00,16:33:00,16:34:00,631.4200,631.5400,0.1200,-0.0200,0.2000,-0.0600,15048.0
NPP,2025-08-06 16:35:00,16:35:00,16:36:00,16:37:00,631.5400,631.3800,-0.1600,-0.2100,0.0191,0.0309,12615.0
PPP,2025-08-06 16:38:00,16:38:00,16:39:00,16:40:00,631.3800,632.2000,0.8200,0.0600,0.3100,0.4500,13354.0
PNP,2025-08-06 16:41:00,16:41:00,16:42:00,16:43:00,632.2000,632.2000,0.0000,0.3000,-0.5400,0.2400,10286.0
PNN,2025-08-06 16:44:00,16:44:00,16:45:00,16:46:00,632.2000,632.0700,-0.1300,0.0800,-0.0100,-0.2000,6597.0
PNP,2025-08-06 16:47:00,16:47:00,16:48:00,16:49:00,632.0700,632.2600,0.1900,0.1600,-0.1420,0.1720,6271.0
PPP,2025-08-06 16:50:00,16:50:00,16:51:00,16:52:00,632.2600,632.4700,0.2100,0.1200,0.0100,0.0800,17578.0
PPP,2025-08-06 16:53:00,16:53:00,16:54:00,16:55:00,632.4700,632.8700,0.4000,0.0500,0.2200,0.1300,30700.0
NPN,2025-08-06 16:56:00,16:56:00,16:57:00,16:58:00,632.8700,632.7900,-0.0800,-0.0500,0.0800,-0.1100,22403.0
NNN,2025-08-06 16:59:00,16:59:00,17:00:00,17:01:00,632.7900,632.0800,-0.7100,-0.1500,-0.3000,-0.2600,34312.0
ONP,2025-08-06 17:02:00,17:02:00,17:03:00,17:04:00,632.0800,632.1000,0.0200,0.0000,-0.0300,0.0500,8114.0
NPP,2025-08-06 17:05:00,17:05:00,17:06:00,17:07:00,632.1000,632.2900,0.1900,-0.0300,0.0900,0.1300,10846.0
PPP,2025-08-06 17:08:00,17:08:00,17:09:00,17:10:00,632.2900,632.6700,0.3800,0.1100,0.1700,0.1000,23823.0
PNN,2025-08-06 17:11:00,17:11:00,17:12:00,17:13:00,632.6700,632.6100,-0.0600,0.1400,-0.1600,-0.0400,20345.0
NPP,2025-08-06 17:14:00,17:14:00,17:15:00,17:16:00,632.6100,632.8000,0.1900,-0.0300,0.1900,0.0300,7892.0
PPP,2025-08-06 17:17:00,17:17:00,17:18:00,17:19:00,632.8000,633.0500,0.2500,0.1600,0.0500,0.0400,10178.0
OPP,2025-08-06 17:20:00,17:20:00,17:21:00,17:22:00,633.0500,633.1200,0.0700,0.0000,0.0500,0.0200,7349.0
POP,2025-08-06 17:23:00,17:23:00,17:24:00,17:25:00,633.1200,633.3500,0.2300,0.0300,0.0000,0.2000,2429.0
PPP,2025-08-06 17:26:00,17:26:00,17:27:00,17:28:00,633.3500,633.8500,0.5000,0.2700,0.0800,0.1500,13287.0
NPP,2025-08-06 17:29:00,17:29:00,17:30:00,17:31:00,633.8500,634.1000,0.2500,-0.0900,0.2300,0.1100,34041.0
NNP,2025-08-06 17:32:00,17:32:00,17:33:00,17:34:00,634.1000,634.0000,-0.1000,-0.0400,-0.1500,0.0900,10419.0
NNN,2025-08-06 17:35:00,17:35:00,17:36:00,17:37:00,634.0000,633.7301,-0.2699,-0.1300,-0.0600,-0.0799,5536.0
NPP,2025-08-06 17:38:00,17:38:00,17:39:00,17:40:00,633.7301,633.8500,0.1199,-0.0100,0.1199,0.0100,6563.0
NNP,2025-08-06 17:41:00,17:41:00,17:42:00,17:43:00,633.8500,633.7300,-0.1200,-0.0500,-0.0900,0.0200,4377.0
NNP,2025-08-06 17:44:00,17:44:00,17:47:00,17:48:00,633.7300,633.6800,-0.0500,-0.0100,-0.0900,0.0500,3307.0
NNP,2025-08-06 17:49:00,17:49:00,17:50:00,17:51:00,633.6800,633.6900,0.0100,-0.0310,-0.0890,0.1300,5023.0
PPN,2025-08-06 17:52:00,17:52:00,17:53:00,17:54:00,633.6900,633.7300,0.0400,0.0100,0.1000,-0.0700,5630.0
NNP,2025-08-06 17:55:00,17:55:00,17:56:00,17:57:00,633.7300,633.7100,-0.0200,-0.0300,-0.0500,0.0600,8238.0
NPP,2025-08-06 17:58:00,17:58:00,17:59:00,18:00:00,633.7100,633.9100,0.2000,-0.0100,0.1100,0.1000,18063.0
PPN,2025-08-06 18:01:00,18:01:00,18:02:00,18:03:00,633.9100,633.9300,0.0200,0.0500,0.0300,-0.0600,13383.0
NNP,2025-08-06 18:04:00,18:04:00,18:05:00,18:06:00,633.9300,634.0700,0.1400,-0.0010,-0.0680,0.2090,18698.0
OPP,2025-08-06 18:07:00,18:07:00,18:08:00,18:09:00,634.0700,634.2000,0.1300,0.0000,0.0300,0.1000,9265.0
ONN,2025-08-06 18:10:00,18:10:00,18:11:00,18:12:00,634.2000,634.1600,-0.0400,0.0000,-0.0300,-0.0100,6978.0
NNN,2025-08-06 18:13:00,18:13:00,18:14:00,18:15:00,634.1600,634.0000,-0.1600,-0.1100,-0.0300,-0.0200,4631.0
NPN,2025-08-06 18:16:00,18:16:00,18:17:00,18:18:00,634.0000,633.8600,-0.1400,-0.1000,0.0400,-0.0800,8250.0
OPP,2025-08-06 18:19:00,18:19:00,18:20:00,18:21:00,633.8600,633.9000,0.0400,0.0000,0.0300,0.0100,2931.0
OPN,2025-08-06 18:23:00,18:23:00,18:24:00,18:26:00,633.9000,633.9000,0.0000,0.0000,0.0300,-0.0300,6429.0
NNN,2025-08-06 18:27:00,18:27:00,18:28:00,18:29:00,633.9000,633.7710,-0.1290,-0.0600,-0.0400,-0.0290,2082.0
PNP,2025-08-06 18:31:00,18:31:00,18:32:00,18:34:00,633.7710,633.8700,0.0990,0.1281,-0.0991,0.0700,5201.0
PNN,2025-08-06 18:35:00,18:35:00,18:38:00,18:40:00,633.8700,633.7900,-0.0800,0.0100,-0.0619,-0.0281,2800.0
NPN,2025-08-06 18:41:00,18:41:00,18:43:00,18:44:00,633.7900,633.7215,-0.0685,-0.0299,0.0089,-0.0475,5562.0
NNP,2025-08-06 18:46:00,18:46:00,18:48:00,18:49:00,633.7215,633.6540,-0.0675,-0.1515,-0.0400,0.1240,4000.0
NPN,2025-08-06 18:51:00,18:51:00,18:52:00,18:53:00,633.6540,633.6600,0.0060,-0.0040,0.0400,-0.0300,2382.0
NNP,2025-08-06 18:54:00,18:54:00,18:55:00,18:56:00,633.6600,633.4900,-0.1700,-0.1000,-0.0820,0.0120,1870.0
PNP,2025-08-06 18:57:00,18:57:00,18:58:00,18:59:00,633.4900,634.9900,1.5000,0.0610,-0.0510,1.4900,6038.0
PPP,2025-08-07 03:00:00,03:00:00,03:01:00,03:02:00,634.9900,635.5600,0.5700,0.3400,0.0400,0.1900,17800.0
